Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Test1:E1,,,Test1:M1,,,Test1:I1,,,Test1:E2,,,Test1:M2,,,Test1:I2,,,Test1:E3,,,Test1:M3,,,Test1:I3,,,Test1:E4,,,Test1:M4,,,Test1:I4,,,Test1:E5,,,Test1:M5,,,Test1:I5,,,Test1:E6,,,Test1:M6,,,Test1:I6,,,Test1:M2A,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
9,0,415.776001,476.552979,-44.931686,547.012085,262.566803,-58.255775,626.540771,143.456146,-65.803841,470.589691,475.736176,106.620956,544.158813,263.668152,121.751396,621.836792,144.295776,133.023224,324.003998,439.678497,83.644653,410.411133,157.66803,39.861488,468.050171,59.570633,35.626766,727.749268,-356.414124,-85.126526,645.284119,-129.063843,-73.385475,574.231995,-12.022754,-65.873047,743.360291,-365.633667,74.21759,657.204346,-129.261093,113.894676,592.380249,-38.381596,128.449478,866.723816,-316.90509,-27.350805,805.671509,-57.1637,6.619826,733.303467,64.336441,23.149746,,,
10,0,415.739563,476.504913,-44.915977,547.06427,262.581787,-58.282143,626.19342,143.189896,-66.048431,470.60614,475.388611,106.497787,543.839111,263.636444,121.906464,621.720886,143.949753,133.183395,324.000427,439.355835,83.699928,410.371979,157.580093,39.91296,468.453705,59.11771,35.652473,727.398987,-356.288971,-85.016434,645.426575,-129.236313,-73.360397,574.862061,-13.337874,-65.990593,742.52887,-365.124908,74.492752,657.118896,-130.147034,113.99929,592.551331,-39.277199,128.708786,866.486084,-316.735199,-26.642849,805.913269,-57.81036,6.971048,733.650391,63.395031,23.572157,,,
11,0,415.687683,476.491547,-44.966904,547.042786,262.576904,-58.261883,626.120911,143.174835,-66.0672,470.437683,475.068176,106.525871,543.636963,263.394409,121.87149,621.697876,143.7164,133.141953,323.889984,439.045593,83.729836,410.203156,157.451263,39.803791,468.24646,58.852875,35.727596,726.818237,-355.782898,-85.012886,645.499695,-129.404205,-73.399017,575.308533,-14.093842,-66.142181,741.380981,-364.938049,74.448662,657.221497,-130.355377,114.150543,592.930603,-39.783005,128.689926,865.856567,-316.487518,-26.552059,806.441467,-58.454205,7.001791,734.120667,62.795601,23.405874,,,
12,0,415.393219,476.208771,-44.880516,547.06488,262.567505,-58.25201,626.152832,143.191132,-66.052666,470.206573,474.973389,106.621559,543.582397,263.42984,121.892586,621.993958,143.87973,133.067688,323.808746,438.676086,83.785248,410.153168,157.487198,39.816711,468.616791,58.585411,35.886894,726.296753,-355.11319,-84.962914,645.542297,-129.471069,-73.393936,575.378662,-14.553689,-66.150406,740.72168,-364.399109,74.412003,657.305603,-130.168671,114.174187,593.427673,-39.940487,128.78717,865.40863,-316.166351,-26.654669,806.672363,-58.590378,6.809641,734.826721,62.328384,23.059963,,,
13,0,415.192383,476.065552,-44.878857,547.03363,262.598877,-58.307655,626.374573,143.35495,-65.83342,470.053131,474.885986,106.571579,543.548462,263.519928,121.919479,622.242126,144.020432,133.028442,323.731567,438.448395,83.828232,410.18576,157.438202,39.771515,469.061584,58.442997,35.968929,725.917297,-354.413147,-84.825378,645.565308,-129.495163,-73.344208,575.554932,-14.763992,-66.172974,740.36499,-363.590515,74.512047,657.402649,-129.808929,114.329422,593.840088,-39.927929,128.958786,864.923706,-315.358582,-26.742085,806.841492,-58.460979,6.655534,735.369263,62.166496,22.933458,,,
14,0,415.169861,476.042664,-44.828384,547.025635,262.614166,-58.300915,626.207764,143.237411,-66.013504,469.988708,474.908295,106.59314,543.544861,263.413483,121.876396,622.243774,144.065842,132.999969,323.715637,438.477661,83.77829,410.203217,157.446579,39.769684,469.032806,58.430134,35.84956,725.621338,-353.529236,-84.854515,645.58374,-129.479858,-73.350609,575.524902,-14.770885,-66.174454,740.204956,-362.820404,74.416008,657.337585,-129.569717,114.426193,593.914978,-39.985073,128.932709,864.616882,-314.465637,-26.899609,806.935913,-58.311771,6.61346,735.548157,62.075329,22.836996,,,
15,0,415.17572,476.059998,-44.857761,547.062195,262.620209,-58.311535,626.197021,143.213135,-66.01152,470.043732,474.894592,106.490669,543.50946,263.439514,121.895309,622.15863,144.01265,133.05748,323.767975,438.521484,83.814415,410.161896,157.458496,39.775059,469.003021,58.425312,35.914333,725.419312,-352.846832,-84.870766,645.471313,-129.582504,-73.407127,575.489136,-14.433456,-66.17038,740.077454,-362.423187,74.281456,657.186096,-129.412704,114.565834,593.902039,-40.260361,128.988815,864.25354,-314.044678,-26.997311,806.87854,-58.178497,6.555158,735.646301,61.938263,22.876482,,,
16,0,415.145386,476.029572,-44.824146,547.039917,262.602692,-58.323265,626.230103,143.217712,-66.005707,470.086548,474.917664,106.502457,543.546082,263.482361,121.910469,622.257019,144.035355,133.035339,323.781036,438.540375,83.846001,410.203247,157.494125,39.808937,469.0383,58.432915,35.944687,725.324341,-352.406403,-84.856194,645.421265,-129.660599,-73.406296,575.510559,-14.612021,-66.117966,740.197021,-362.069183,74.286659,657.081543,-129.340225,114.625572,594.007996,-40.391506,129.048019,864.237427,-313.573761,-27.074041,806.968933,-58.236099,6.59935,735.870483,61.739365,22.890528,,,
17,0,415.171265,476.056,-44.862667,547.037598,262.60144,-58.294071,626.339111,143.332474,-65.861885,470.019836,474.894562,106.566338,543.538757,263.430725,121.887733,622.241638,144.059402,133.058472,323.727814,438.476593,83.830223,410.186707,157.453308,39.790916,469.052704,58.301556,36.224018,725.335388,-351.983765,-84.821419,645.276245,-129.685715,-73.391876,575.534546,-14.656139,-66.131577,740.215271,-361.799133,74.30928,657.006836,-129.223907,114.750229,594.087463,-40.413155,129.133759,864.155212,-312.730621,-27.046072,806.955505,-58.197559,6.570102,735.972656,61.632095,22.792143,,,
18,0,415.15799,476.036621,-44.850155,547.056824,262.59137,-58.289425,626.338928,143.327164,-65.860733,469.93924,474.83551,106.623634,543.490967,263.420074,121.903389,622.309937,144.065491,133.029633,323.682068,438.367615,83.839417,410.193695,157.418564,39.780479,469.154419,58.304295,36.029503,725.346191,-351.607788,-84.832932,645.246033,-129.690155,-73.416794,575.539734,-14.702768,-66.114571,740.355164,-361.566742,74.237381,656.989441,-129.077789,114.804123,594.176941,-40.381512,129.147888,864.153748,-312.130615,-27.197838,807.000244,-58.161175,6.450428,736.10968,61.582619,22.734289,,,
19,0,415.151001,476.036377,-44.875908,547.073853,262.588409,-58.284863,626.33783,143.322906,-65.840179,469.909058,474.834869,106.634239,543.495056,263.429169,121.882072,622.321472,144.091415,133.028305,323.65625,438.368347,83.820953,410.192352,157.411652,39.789448,469.182709,58.315426,36.070812,725.377502,-351.37851,-84.799889,645.125427,-129.735031,-73.435959,575.61377,-14.673445,-66.151405,740.612427,-361.407257,74.175659,656.945312,-128.954941,114.870987,594.222351,-40.366188,129.189819,864.368713,-311.407593,-27.440372,806.951599,-58.073952,6.407106,736.177429,61.534828,22.703045,,,
